x,color,k,chunk_type,chunk_size,answer_relevancy,faithfulness,context_recall,context_precision,answer_correctness,EM,F1,avg_retrieve_context,avg_llm_response,avg_total,sample_size
0.065,10,5,sentences,10,0.6834222821864183,1.0,0.875,0.9124999999553125,0.5833746091900087,0.0,0.4408169350029816,0.08528189875862816,0.733785092830658,0.8190669915892861,4
0.066,11,5,sentences,10,0.9804005706386506,0.875,0.8333333333333334,0.740740740695216,0.6686528082105087,0.0,0.6234134466811296,0.08528189875862814,0.8238866726557413,0.9091685714143697,6
0.068,12,5,sentences,10,0.967975048618911,1.0,0.75,0.6259259259005711,0.7918812528679556,0.0,0.5281599724963569,0.08528189875862814,2.0223352114359536,2.107617110194582,6
0.2,0,2,sentences,50,0.8943667040206182,0.8333333333333333,1.0,0.74999999995,0.6890099454080268,0.0,0.3557105492589363,0.0538715275851163,1.3197308778762817,1.3736024054613982,2
0.4,2,2,sentences,50,0.7861268982722424,0.8083916083916084,0.9230769230769231,0.9999999999384616,0.6946373798575186,0.07692307692307693,0.5759017986594184,0.05387152758511629,1.8952791324028602,1.9491506599879764,13
0.5,3,2,sentences,50,0.6242507531811897,0.8333333333333334,0.8333333333333334,0.87499999995,0.5432313311563173,0.0,0.3620039636373575,0.05387152758511629,0.7952101230621338,0.8490816506472499,12
0.222,4,2,sentences,50,0.7140922569791505,0.800206143063286,0.8095238095238095,0.9047619047047617,0.6183222956132013,0.0,0.27704548964659387,0.0538715275851163,1.8892405827840169,1.943112110369133,21
0.069,5,2,sentences,50,0.5958502194383455,0.7142857142857143,0.75,0.8928571427892856,0.5340728622525853,0.0,0.43434821593319695,0.053871527585116284,1.058387177331107,1.1122587049162234,14
0.143,6,2,sentences,50,0.9038449144262364,1.0,1.0,0.833333333275,0.8735470567125133,0.0,0.4188583220841286,0.0538715275851163,0.8414576848347982,0.8953292124199144,6
0.133,7,2,sentences,50,0.7518646388222565,0.64,0.6,0.99999999991,0.528174164454288,0.0,0.4214599005209362,0.0538715275851163,1.2561236381530763,1.3099951657381925,5
0.182,8,2,sentences,50,0.5917543212264672,0.8125,0.875,0.99999999993125,0.6084370898275502,0.0,0.34843479964892443,0.0538715275851163,0.8005356192588806,0.8544071468439969,8
0.143,9,2,sentences,50,0.8770873982168635,1.0,1.0,0.9999999999333333,0.9361748915340892,0.0,0.6448540706605222,0.0538715275851163,1.6937789122263591,1.7476504398114754,3
0.125,10,2,sentences,50,0.9200284879229091,0.9166666666666666,1.0,0.7499999999375,0.7157186342626044,0.0,0.6405612244897959,0.0538715275851163,0.8765829205513,0.9304544481364163,4
0.125,11,2,sentences,50,0.8023416930883478,0.8333333333333334,0.8333333333333334,0.7499999999333333,0.6628718895580933,0.0,0.5444916911045944,0.0538715275851163,0.6670765479405721,0.7209480755256883,6
0.133,12,2,sentences,50,0.7679451832647382,0.9166666666666666,0.611111111111111,0.8333333332833334,0.504966869258422,0.0,0.38813178780284036,0.0538715275851163,1.796738823254903,1.8506103508400196,6
0.1,0,15,paragraphs,1,0.9621268250316148,1.0,1.0,0.7857142856946429,0.7113991796805192,0.0,0.33657786885245905,0.09745036471973766,1.0763856172561646,1.173835981975902,2
0.3,2,15,paragraphs,1,0.7254464153128116,0.782051282051282,0.8461538461538461,0.760645705159114,0.6998210025789764,0.0,0.5615176930046268,0.09745036471973764,1.8205625827495868,1.9180129474693244,13
0.319,3,15,paragraphs,1,0.7068468944676366,0.875,0.9166666666666666,0.7105850167933587,0.6451600679239599,0.0,0.40520674417524977,0.09745036471973766,1.1033700903256733,1.2008204550454111,12
0.053,4,15,paragraphs,1,0.7153138056138955,0.8781179138321995,0.8928571428571429,0.6922126286096744,0.6162146952535918,0.0,0.3335368391626095,0.09745036471973763,2.0362023398989724,2.1336527046187106,21
0.147,5,15,paragraphs,1,0.7216764098889928,0.717032967032967,1.0,0.529863192332222,0.6601457252154752,0.07142857142857142,0.45971536907289545,0.09745036471973764,2.6876688855034963,2.7851192502232345,14
0.087,6,15,paragraphs,1,0.9154717768672292,0.75,1.0,0.6533716797403907,0.9427045440089133,0.0,0.5380216753690672,0.09745036471973766,2.1953278382619223,2.2927782029816597,6
0.081,7,15,paragraphs,1,0.9568906164880936,0.7,1.0,0.5648484848002424,0.8370481282970635,0.0,0.5751265187370664,0.09745036471973766,2.2614838123321532,2.3589341770518906,5
0.101,8,15,paragraphs,1,0.9569283834543298,0.9861111111111112,1.0,0.7847098090119641,0.8544606572581546,0.0,0.5655224529552487,0.09745036471973766,1.4755291938781738,1.5729795585979116,8
0.089,9,15,paragraphs,1,0.8779485331543979,0.8888888888888888,1.0,0.8201308215176896,0.9427697310750925,0.0,0.5576920443184464,0.09745036471973766,2.5584930578867593,2.6559434226064966,3
0.072,10,15,paragraphs,1,0.9283071624158533,1.0,1.0,0.9694756631718824,0.7109070618677487,0.0,0.5801827690248952,0.09745036471973766,1.0253905057907104,1.122840870510448,4
0.068,11,15,paragraphs,1,0.0,0.5833333333333334,0.0,0.0,0.18037494020684922,0.0,0.02666666666666667,0.09745036471973766,1.483755389849345,1.5812057545690823,6
0.072,12,15,paragraphs,1,0.7945439709306292,0.9444444444444443,1.0,0.5624984968623111,0.6648823927991637,0.0,0.47821202919887135,0.09745036471973766,2.0509252548217773,2.148375619541515,6
0.033,0,5,words,50,0.9678141562150266,0.9,1.0,0.8187499999701562,0.6710372353350589,0.0,0.27435897435897433,0.07078097300095991,1.8149840831756592,1.885765056176619,2
0.062,2,5,words,50,0.6412055841946842,0.7230769230769231,0.8461538461538461,0.8791666666136297,0.5787574296467178,0.07692307692307693,0.47576278919083703,0.0707809730009599,1.42166962990394,1.4924506029049003,13
0.075,3,5,words,50,0.6400973397182096,0.9097222222222222,0.8333333333333334,0.7296296295811188,0.5497193308561269,0.0,0.38889231324410795,0.0707809730009599,1.7789796590805054,1.8497606320814655,12
0.026,4,5,words,50,0.7658974799640997,0.8467876039304612,0.684126984126984,0.8759259258796583,0.6149164426410577,0.0,0.3011500850016241,0.0707809730009599,1.5768861657097226,1.6476671387106823,21
0.011,5,5,words,50,0.7808416334559645,0.8532467532467533,0.6785714285714286,0.7492063491589848,0.49399637857604795,0.07142857142857142,0.48207089771792294,0.0707809730009599,1.005517908505031,1.0762988815059913,14
0.03,6,5,words,50,0.4620159165561004,0.75,0.8333333333333334,0.5888888888566667,0.5614217548567874,0.0,0.310412387177093,0.07078097300095991,0.6676102081934611,0.7383911811944209,6
0.024,7,5,words,50,0.5748884395172982,0.5714285714285714,0.8,0.5733333332975555,0.4369865141383654,0.0,0.2903743315508021,0.07078097300095991,1.2866488456726075,1.3574298186735674,5
0.029,8,5,words,50,0.7315645574351242,0.90625,1.0,0.9369791666147873,0.668837955438897,0.0,0.4106821477133977,0.07078097300095991,0.9457872807979584,1.0165682537989182,8
0.025,9,5,words,50,0.5992870567970804,0.8333333333333334,0.6666666666666666,0.8333333332933334,0.6507860167014894,0.0,0.47588917649314544,0.07078097300095991,1.782328446706136,1.8531094197070959,3
0.031,10,5,words,50,0.6916966371871368,0.6875,0.75,0.7166666666388195,0.6650775473427983,0.0,0.36569407603890364,0.07078097300095991,2.1416317224502563,2.212412695451216,4
0.027,11,5,words,50,0.9500885420087669,0.8333333333333334,1.0,0.9451388888242881,0.6766130843948229,0.0,0.6269629554724104,0.07078097300095991,0.6158032417297363,0.6865842147306962,6
0.034,12,5,words,50,0.9563069571445321,1.0,1.0,0.8027777777512964,0.7624035236672935,0.0,0.5377091868113539,0.07078097300095991,2.198081930478414,2.268862903479374,6
0.125,0,2,words,500,0.40899337645999695,0.75,1.0,0.999999999925,0.3965610243328629,0.0,0.26086956521739135,0.0633085467598655,1.2449055910110474,1.3082141377709129,2
0.222,2,2,words,500,0.7760006901227154,0.7564102564102563,0.8846153846153846,0.999999999930769,0.7066559105800626,0.07692307692307693,0.5740137476602319,0.06330854675986551,1.4629688262939453,1.526277373053811,13
0.286,3,2,words,500,0.7983403993537733,0.7916666666666666,0.9166666666666666,0.9166666665875001,0.6838351923078961,0.0,0.3924703988920244,0.06330854675986551,0.7509060502052307,0.8142145969650961,12
0.105,4,2,words,500,0.6205991497290944,0.778344671201814,0.6428571428571429,0.8333333332761905,0.5074252188733164,0.0,0.29411929596836,0.0633085467598655,1.3675505887894404,1.430859135549306,21
0.045,5,2,words,500,0.5345576947917907,0.8122448979591838,0.8928571428571429,0.8571428570785714,0.5718128735229298,0.07142857142857142,0.4604185511879674,0.06330854675986551,0.9382756096976144,1.0015841564574797,14
0.118,6,2,words,500,0.8105338530822457,0.7083333333333334,1.0,0.9166666665916666,0.7557220703723745,0.0,0.4517744564803388,0.06330854675986551,0.7805041869481405,0.8438127337080058,6
0.095,7,2,words,500,0.5703883569679535,0.8,0.8,0.99999999992,0.4417308272710955,0.0,0.3554915672562731,0.0633085467598655,1.3171480655670167,1.380456612326882,5
0.111,8,2,words,500,0.6026364297401443,0.7708333333333333,1.0,0.9374999999375,0.5222749022418762,0.0,0.28994874903305135,0.0633085467598655,0.8416860997676849,0.9049946465275505,8
0.1,9,2,words,500,0.8862972996869654,1.0,1.0,0.9999999999333333,0.9578848096087501,0.0,0.6577340787867104,0.0633085467598655,1.8447935581207275,1.9081021048805933,3
0.125,10,2,words,500,0.7146032363242634,0.75,0.75,0.7499999999375,0.5931943551598421,0.0,0.37001885369532433,0.0633085467598655,0.8539720773696899,0.9172806241295555,4
0.105,11,2,words,500,0.9662759904598488,0.888888888888889,1.0,0.8333333332666667,0.7944292782258593,0.0,0.6892171653398725,0.06330854675986551,0.6968772808710734,0.7601858276309388,6
0.133,12,2,words,500,0.9590841294490108,1.0,0.6666666666666666,0.833333333275,0.7546461719781928,0.0,0.5709524124965302,0.06330854675986551,1.7517362435658772,1.8150447903257423,6
0.185,0,5,pages,1,0.9332813648274787,1.0,1.0,0.87499999996875,0.8293095536685062,0.0,0.40247879973907374,0.10233633518218994,1.3376190662384033,1.4399554014205933,2
0.714,2,5,pages,1,0.7042220458992239,0.7948717948717948,0.8846153846153846,0.7741452991138211,0.6202420852734096,0.07692307692307693,0.5142435753802226,0.10233633518218996,2.959735026726356,3.0620713619085453,13
0.417,3,5,pages,1,0.797559028978282,0.7916666666666666,0.9166666666666666,0.8722222221738077,0.6647271583773989,0.0,0.4076357862760355,0.10233633518218994,1.2577104568481445,1.3600467920303345,12
0.217,4,5,pages,1,0.629526678576356,0.8730158730158731,0.8492063492063492,0.8690476190008332,0.6031728341144483,0.0,0.3086295956850095,0.10233633518218993,2.8691719486599876,2.9715082838421774,21
0.135,5,5,pages,1,0.7357404928306496,0.8724489795918366,0.9285714285714286,0.8369047618530655,0.6668857431036109,0.07142857142857142,0.5282900651600827,0.10233633518218996,2.2575121266501292,2.359848461832319,14
0.185,6,5,pages,1,0.9396814504485556,0.8333333333333334,1.0,0.743749999968883,0.9433701280185063,0.0,0.5749560131191186,0.10233633518218994,1.3357679049173992,1.4381042400995891,6
0.185,7,5,pages,1,0.9341669684613404,0.8333333333333333,1.0,0.7633333332860556,0.8098603194270366,0.0,0.5926875178131715,0.10233633518218994,2.1954174995422364,2.297753834724426,5
0.185,8,5,pages,1,0.9632433368361916,1.0,1.0,0.9234374999622266,0.8712890869195791,0.0,0.5251826201590353,0.10233633518218994,1.4727253913879395,1.5750617265701292,8
0.185,9,5,pages,1,0.8925612050631258,1.0,1.0,0.9444444443861112,0.9572507787965021,0.0,0.6974175250037319,0.10233633518218994,2.0973029136657715,2.1996392488479612,3
0.185,10,5,pages,1,0.461935083705747,0.7083333333333333,0.5,0.7166666666461111,0.4683663193460431,0.0,0.3116840065279478,0.10233633518218994,1.1335360407829285,1.2358723759651185,4
0.185,11,5,pages,1,0.7967813374263603,0.9166666666666666,0.8333333333333334,0.8166666666116665,0.7145822241135785,0.0,0.5421374932441733,0.10233633518218994,1.1398294766743977,1.2421658118565877,6
0.179,12,5,pages,1,0.9611145021677377,0.9166666666666666,0.8333333333333334,0.8037037036767978,0.7276026477254778,0.0,0.5095059280808701,0.10233633518218994,3.676719586054484,3.779055921236674,6
0.5,0,5,sentences,50,0.40786174852059337,0.6666666666666666,1.0,0.7499999999583333,0.6741265086902042,0.0,0.26086956521739135,0.06170790845697576,2.64997935295105,2.7116872614080254,2
1.0,2,5,sentences,50,0.7847946020483685,0.7794871794871795,0.9615384615384616,0.9769230768879488,0.6731335762624033,0.07692307692307693,0.5632399256170176,0.06170790845697575,2.0149084421304555,2.0766163505874315,13
1.0,3,5,sentences,50,0.7968038615286037,0.861111111111111,0.9166666666666666,0.9305555555179397,0.723132848861549,0.0,0.4007475316912703,0.06170790845697575,1.1149723728497822,1.176680281306758,12
0.556,4,5,sentences,50,0.7177159588597459,0.8476190476190476,0.8571428571428571,0.8587301586909855,0.6355539687089694,0.0,0.29320937190023766,0.06170790845697577,2.214621736889794,2.276329645346769,21
0.172,5,5,sentences,50,0.7334361472148022,0.8869047619047619,0.9285714285714286,0.8837301586832903,0.6560036966672439,0.07142857142857142,0.5039476453595807,0.06170790845697575,1.6744519983019148,1.736159906758891,14
0.357,6,5,sentences,50,0.9390119622479799,0.9444444444444443,1.0,0.7092592592299923,0.8741295194054414,0.0,0.5485960567802001,0.06170790845697576,1.4124579826990764,1.474165891156052,6
0.333,7,5,sentences,50,0.7792374666722269,0.72,1.0,0.89999999992,0.6862966534669528,0.0,0.454310390044946,0.061707908456975755,1.6016847133636474,1.663392621820623,5
0.455,8,5,sentences,50,0.8355016890595542,0.921875,1.0,0.9756944444027547,0.7405859685913925,0.0,0.5148639420210158,0.06170790845697576,1.574925810098648,1.6366337185556237,8
0.357,9,5,sentences,50,0.8877118211272896,1.0,1.0,0.8740740740227161,0.9581734428530758,0.0,0.6786655966983836,0.06170790845697576,2.6106040477752686,2.672311956232244,3
0.312,10,5,sentences,50,0.9484767505632726,1.0,1.0,0.9510416666241406,0.7689883439748879,0.0,0.5821315824151899,0.06170790845697576,1.8713634014129639,1.9330713098699397,4
0.312,11,5,sentences,50,0.9460007499092352,0.7083333333333334,0.8333333333333334,0.7138888888475,0.7240060640032707,0.0,0.6552766697609588,0.06170790845697576,1.3571075201034546,1.4188154285604302,6
0.333,12,5,sentences,50,0.8037106661950837,0.9166666666666666,1.0,0.8340277777547048,0.6609553369264181,0.0,0.4796104227476777,0.06170790845697576,2.131515145301819,2.1932230537587944,6
0.04,0,2,sentences,10,0.9102869446011597,1.0,0.5,0.499999999975,0.5384681296672906,0.0,0.3035982008995502,0.06195481473749334,1.2306386232376099,1.2925934379751032,2
0.095,2,2,sentences,10,0.715949993885009,0.7252747252747253,0.7307692307692307,0.9230769230038463,0.6509381516531665,0.07692307692307693,0.4449957534766383,0.06195481473749333,1.968183627495399,2.0301384422328925,13
0.125,3,2,sentences,10,0.7253070867598637,0.8333333333333334,0.8333333333333334,0.8749999999333333,0.6438891060788529,0.0,0.36443250741801086,0.061954814737493334,0.7418667475382487,0.8038215622757421,12
0.044,4,2,sentences,10,0.6776790673208491,0.8036075036075035,0.6111111111111112,0.8333333332666667,0.6056389837584871,0.0,0.29906324387908406,0.061954814737493334,1.4364863690875826,1.4984411838250762,21
0.014,5,2,sentences,10,0.8653958989359128,0.9047619047619048,0.9285714285714286,0.8571428570821427,0.6605027453544933,0.07142857142857142,0.597889056744249,0.06195481473749333,1.0544412646974837,1.1163960794349772,14
0.029,6,2,sentences,10,0.3063583319214786,0.5833333333333334,0.5,0.6666666666166666,0.4265935294752463,0.0,0.16874572051042638,0.061954814737493334,0.5079580148061117,0.569912829543605,6
0.027,7,2,sentences,10,0.5530647378365725,0.7,0.6,0.59999999994,0.42884020681849117,0.0,0.3193061840120664,0.061954814737493334,1.2956705570220948,1.357625371759588,5
0.036,8,2,sentences,10,0.7007540680980222,0.875,1.0,0.99999999993125,0.6571076014472906,0.0,0.39296328671328673,0.06195481473749334,0.9727796614170074,1.0347344761545008,8
0.029,9,2,sentences,10,0.8965828869401903,0.9523809523809524,1.0,0.8333333332666667,0.9533501695972556,0.0,0.5672076989906447,0.06195481473749334,1.8156283696492512,1.8775831843867448,3
0.026,10,2,sentences,10,0.927605568029427,0.875,0.875,0.999999999925,0.7157885293909415,0.0,0.5532411774272239,0.06195481473749334,0.8664079308509827,0.928362745588476,4
0.026,11,2,sentences,10,0.9665208469320753,0.8055555555555557,0.8333333333333334,0.7499999999333333,0.6347171343365823,0.0,0.6357879874008906,0.061954814737493334,0.6462365786234537,0.7081913933609472,6
0.027,12,2,sentences,10,0.7906802882992845,0.8333333333333334,0.5833333333333334,0.6666666666166666,0.528880673775937,0.0,0.4583686627804275,0.061954814737493334,1.536359469095866,1.5983142838333595,6
0.312,0,5,words,500,0.9435275290169224,0.75,1.0,0.8499999999575,0.7947329183329008,0.0,0.45392628205128205,0.11103976423090155,1.8838365077972412,1.9948762720281428,2
0.556,2,5,words,500,0.5672912038547225,0.8076923076923077,0.9230769230769231,0.9225427350025204,0.567791591408752,0.07692307692307693,0.4665093107966611,0.11103976423090155,1.646793897335346,1.7578336615662478,13
0.714,3,5,words,500,0.7128954255057005,0.8125,1.0,0.8545138888310677,0.6991002977607551,0.08333333333333333,0.4527435079122426,0.11103976423090155,1.0885571042696636,1.1995968685005653,12
0.263,4,5,words,500,0.7141179748650407,0.8690476190476191,0.8412698412698413,0.8408730158304563,0.6524923059775506,0.0,0.34397521802152997,0.11103976423090153,1.988597449802217,2.0996372140331188,21
0.114,5,5,words,500,0.8000714011186529,0.8047619047619048,1.0,0.8633928570948238,0.6696748934900535,0.0,0.528775917695402,0.11103976423090155,1.4365153312683105,1.5475550954992126,14
0.294,6,5,words,500,0.9381175617142247,0.75,1.0,0.9083333332719444,0.8494435506831032,0.0,0.5103188750247573,0.11103976423090155,1.453072190284729,1.5641119545156308,6
0.238,7,5,words,500,0.710228504714793,0.7916666666666666,1.0,0.8958333332760418,0.5570123057743184,0.0,0.3933105130163954,0.11103976423090153,1.663572645187378,1.7746124094182796,5
0.278,8,5,words,500,0.5799275799354787,0.8125,1.0,0.8937499999632812,0.5704442766331442,0.0,0.35428613785797336,0.11103976423090155,1.1700890362262726,1.2811288004571741,8
0.25,9,5,words,500,0.8877093435803781,1.0,1.0,0.8611111110513888,0.9584989211832218,0.0,0.7151515151515152,0.11103976423090155,2.1355953216552734,2.246635085886175,3
0.312,10,5,words,500,0.24134243106129014,0.625,1.0,0.8902777777347685,0.3051749450017622,0.0,0.1713157894736842,0.11103976423090155,1.5109619498252869,1.6220017140561884,4
0.263,11,5,words,500,0.9757790542457186,0.8611111111111112,1.0,0.7784722221723901,0.717438881425803,0.0,0.6549006486752441,0.11103976423090155,1.1521386702855427,1.2631784345164443,6
0.333,12,5,words,500,0.7877599474521121,0.9166666666666666,0.8333333333333334,0.8840277777500521,0.6891960398199687,0.0,0.5457181277614714,0.11103976423090155,2.15769092241923,2.268730686650132,6
1.0,0,15,paragraphs,10,0.8927458351114128,0.9,1.0,0.6448412698114419,0.6723153788906638,0.0,0.35522115823073414,0.1527962164445357,1.2946300506591797,1.4474262671037155,2
1.0,2,15,paragraphs,10,0.7909464803848528,0.7564102564102563,0.9230769230769231,0.861217948680681,0.6635738597218039,0.07692307692307693,0.5507385861227517,0.15279621644453573,2.393462034372183,2.5462582508167184,13
1.0,3,15,paragraphs,10,0.7956082213133673,0.8472222222222222,1.0,0.8240740740251927,0.6826625571830428,0.08333333333333333,0.47089875752222504,0.15279621644453573,1.437505026658376,1.5903012431029115,12
0.517,4,15,paragraphs,10,0.5380689591257346,0.7380952380952381,0.9206349206349207,0.7754143570654364,0.5355081885374171,0.0,0.24922730104084015,0.15279621644453567,2.650119191124326,2.8029154075688614,21
1.0,5,15,paragraphs,10,0.7280073359746863,0.7559523809523808,1.0,0.6768076169578239,0.6110343475042967,0.07142857142857142,0.4712204018416215,0.15279621644453573,2.3900656700134277,2.5428618864579633,14
0.833,6,15,paragraphs,10,0.7832075646326145,0.9166666666666666,1.0,0.6752916065246645,0.8060187401112137,0.0,0.5146717553909591,0.1527962164445357,2.228112578392029,2.3809087948365644,6
0.789,7,15,paragraphs,10,0.9365223394455618,0.85,1.0,0.7842857142265001,0.7710128363968125,0.0,0.5339454399516319,0.1527962164445357,1.929505968093872,2.0823021845384075,5
1.0,8,15,paragraphs,10,0.7147593188954785,0.875,1.0,0.8896288028650309,0.5151938797559728,0.0,0.3700968629313512,0.1527962164445357,1.8670057952404022,2.019802011684938,8
0.882,9,15,paragraphs,10,0.5546323479575898,0.7999999999999999,1.0,0.7940476190040417,0.7249408600544142,0.0,0.43903796461936,0.1527962164445357,2.2089788913726807,2.3617751078172162,3
0.714,10,15,paragraphs,10,0.420565605919463,0.5416666666666666,1.0,0.4702369239593432,0.5145551629175829,0.0,0.3743047954287919,0.1527962164445357,1.3235471844673157,1.4763434009118515,4
0.652,11,15,paragraphs,10,0.9403822657940424,0.6944444444444443,0.6666666666666666,0.5590139284263901,0.7198083608999176,0.0,0.6210701645406873,0.1527962164445357,1.1663300196329753,1.319126236077511,6
0.714,12,15,paragraphs,10,0.9643730616777323,0.9444444444444445,0.8333333333333334,0.7258026822489857,0.6100868186287476,0.0,0.4972558483013008,0.1527962164445357,2.125628670056661,2.2784248865011967,6
0.067,0,2,paragraphs,5,0.4553829110147049,0.75,0.5,0.499999999975,0.5194161881072987,0.0,0.2463768115942029,0.06348946528001265,0.8436449766159058,0.9071344418959184,2
0.2,2,2,paragraphs,5,0.5723227699100627,0.782051282051282,0.6538461538461539,0.769230769173077,0.56799167117312,0.0,0.387957930206214,0.06348946528001265,1.41700685941256,1.4804963246925726,13
0.2,3,2,paragraphs,5,0.5543610493073289,0.7333333333333334,0.75,0.7499999999416666,0.5233327610182315,0.0,0.38152802398193003,0.06348946528001265,0.6014308532079061,0.6649203184879187,12
0.035,4,2,paragraphs,5,0.7193216912540855,0.8578231292517006,0.6587301587301587,0.9047619046952379,0.5253578488988604,0.0,0.28012447043791316,0.06348946528001265,1.1851903370448522,1.2486798023248649,21
0.095,5,2,paragraphs,5,0.3924583965443961,0.6106601731601733,0.6220238095238094,0.78571428565,0.4043402265070193,0.0,0.3364725624223208,0.06348946528001265,0.9758702516555786,1.039359716935591,14
0.057,6,2,paragraphs,5,0.7860536917289541,0.7083333333333334,0.8333333333333334,0.833333333275,0.7909101290731497,0.0,0.4603095484726538,0.06348946528001265,0.6087982257207235,0.672287691000736,6
0.053,7,2,paragraphs,5,0.7481143977561977,0.9,1.0,0.89999999991,0.6273931118238928,0.0,0.4583960813311254,0.06348946528001265,1.155409574508667,1.2188990397886796,5
0.067,8,2,paragraphs,5,0.8349148629956196,0.9375,1.0,0.9374999999375,0.763302518466217,0.0,0.48458624706173936,0.06348946528001265,0.8560836911201477,0.9195731564001602,8
0.059,9,2,paragraphs,5,0.877098235128141,0.9629629629629629,1.0,0.9999999999166667,0.9553986037644898,0.0,0.554589651952735,0.06348946528001265,2.263059695561727,2.3265491608417395,3
0.048,10,2,paragraphs,5,0.7146772030157968,0.875,0.75,0.74999999995,0.7164317573309733,0.0,0.35308692489543547,0.06348946528001265,0.6447058916091919,0.7081953568892045,4
0.044,11,2,paragraphs,5,0.9647434365728947,0.763888888888889,0.6666666666666666,0.6666666666166666,0.6507803779954645,0.0,0.6013956424608783,0.06348946528001265,0.526711622873942,0.5902010881539547,6
0.048,12,2,paragraphs,5,0.9526397453575619,0.9166666666666666,0.6666666666666666,0.5833333332916667,0.6019630162360784,0.0,0.4925108862845165,0.06348946528001265,1.641402045885722,1.7048915111657343,6
0.133,0,2,paragraphs,10,0.47416432816886717,0.75,0.5,0.499999999975,0.5820594989354743,0.0,0.24188609920391918,0.061655152927745475,1.0102249383926392,1.0718800913203845,2
